😂	0.24716181096977158	0.28470797428532346	0.46813021474490496	face with tears of joy
❤	0.044099378881987575	0.1657142857142857	0.7901863354037267	heavy black heart
♥	0.03527435610302351	0.27183650615901456	0.6928891377379619	black heart suit
😍	0.05173769460607014	0.218587828274886	0.7296744771190439	smiling face with heart-shaped eyes
😭	0.4364820846905538	0.22041259500542887	0.34310532030401736	loudly crying face
😘	0.05290570175438596	0.1924342105263158	0.7546600877192983	face throwing a kiss
😊	0.059322033898305086	0.23666038920276208	0.7040175768989329	smiling face with smiling eyes
👌	0.09367521367521367	0.24888888888888888	0.6574358974358975	ok hand sign
💕	0.04125	0.28458333333333335	0.6741666666666667	two hearts
👏	0.10402397260273973	0.2714041095890411	0.6245719178082192	clapping hands sign
😁	0.1269986295111923	0.29602558245774324	0.5769757880310644	grinning face with smiling eyes
☺	0.06207565470417071	0.2177497575169738	0.7201745877788555	white smiling face
♡	0.051645569620253164	0.22683544303797468	0.7215189873417721	white heart suit
👍	0.11488673139158576	0.2481121898597627	0.6370010787486515	thumbs up sign
😩	0.5912610619469026	0.18584070796460178	0.22289823008849557	weary face
🙏	0.08057179987004548	0.42105263157894735	0.4983755685510071	person with folded hands
✌	0.11277705345501955	0.31029986962190353	0.5769230769230769	victory hand
😏	0.1116951379763469	0.44415243101182655	0.44415243101182655	smirking face
😉	0.0992767915844839	0.33727810650887574	0.5634451019066403	winking face
🙌	0.10092961487383798	0.23771580345285526	0.6613545816733067	person raising both hands in celebration
🙈	0.16346153846153846	0.2403846153846154	0.5961538461538461	see-no-evil monkey
💪	0.0716820440028389	0.30092264017033354	0.6273953158268275	flexed biceps
😄	0.13662374821173104	0.30472103004291845	0.5586552217453505	smiling face with open mouth and smiling eyes
😒	0.5913357400722021	0.192057761732852	0.21660649819494585	unamused face
💃	0.04389880952380952	0.17633928571428573	0.7797619047619048	dancer
💖	0.04275534441805225	0.20110847189231987	0.7561361836896279	sparkling heart
😃	0.07131011608623548	0.29933665008291876	0.6293532338308457	smiling face with open mouth
😔	0.46390041493775935	0.21825726141078838	0.31784232365145226	pensive face
😱	0.26371681415929205	0.28230088495575223	0.4539823008849557	face screaming in fear
🎉	0.03822222222222222	0.184	0.7777777777777778	party popper
😜	0.1111111111111111	0.3217391304347826	0.5671497584541063	face with stuck-out tongue and winking eye
☯	0.005040322580645161	0.9889112903225806	0.006048387096774193	yin yang
🌸	0.039112050739957716	0.26955602536997886	0.6913319238900634	cherry blossom
💜	0.043663471778487756	0.2566560170394036	0.6996805111821086	purple heart
💙	0.03179824561403509	0.20394736842105263	0.7642543859649122	blue heart
✨	0.05070754716981132	0.5459905660377359	0.4033018867924528	sparkles
😳	0.32742316784869974	0.32742316784869974	0.34515366430260047	flushed face
💗	0.050239234449760764	0.24043062200956938	0.7093301435406698	growing heart
★	0.030193236714975844	0.6557971014492754	0.3140096618357488	black star
█	0.08897243107769423	0.8546365914786967	0.05639097744360902	full block
☀	0.026717557251908396	0.4796437659033079	0.49363867684478374	black sun with rays
😡	0.533068783068783	0.10714285714285714	0.35978835978835977	pouting face
😎	0.10477453580901856	0.29708222811671087	0.5981432360742706	smiling face with sunglasses
😢	0.38451268357810414	0.22429906542056074	0.39118825100133514	crying face
💋	0.03814713896457766	0.23024523160762944	0.7316076294277929	kiss mark
😋	0.04495912806539509	0.276566757493188	0.6784741144414169	face savouring delicious food
🙊	0.13379310344827586	0.2717241379310345	0.5944827586206897	speak-no-evil monkey
😴	0.4220055710306407	0.23676880222841226	0.3412256267409471	sleeping face
🎶	0.09557774607703282	0.26961483594864477	0.6348074179743224	multiple musical notes
💞	0.039301310043668124	0.17903930131004367	0.7816593886462883	revolving hearts
😌	0.13984962406015036	0.23609022556390977	0.6240601503759399	relieved face
🔥	0.1228878648233487	0.6144393241167435	0.2626728110599078	fire
💯	0.28100470957613816	0.31711145996860285	0.40188383045525905	hundred points symbol
🔫	0.49337748344370863	0.20860927152317882	0.2980132450331126	pistol
